id,text,label,subtype,category,language,delivery_mode,brand_used,sender_id,source
1472,अरे कि पहली बार यू यू ने कहा कि अगर मैं पहली बार याद कर दिया तो मुझे छोड़कर यू याद किया. आप मुझे प्यार करते हैं! :),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1473,"आदरणीय ग्राहक,
आपका Power Distribution Co बिजली बिल रु 1000 बकाया है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
powerpay-bill.in
PowerPay_App.apk",spam,apk_fraud,electricity,hi,link_apk,Power Distribution Co,AD-ICICIB,synthetic_v2
1474,"Priya Grahak, Asamanya login activity ki wajah se aapka WhatsApp account suspend ho sakta hai. jaldi se jaldi jawab de, nahi to aapka account block ho jayega. Niche diye link se app install kare.
whatsapp-verify-acc.xyz
WhatsApp_Verify.apk",spam,apk_fraud,security_verify,hg,link_apk,WhatsApp,+91 7700XXXX45,synthetic_v2
1475,لم تكن قد فحصت؟ لقد حصلت على رسالته التفصيلية الآن,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1476,"प्रिय ग्राहक,
Congratulations! You are eligible for a pre-approved offer of Rs 1000 from InstaCredit.
कृपया त्वरित कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
या संदेशासोबत जोडलेला क्यूआर कोड स्कॅन करा आणि त्वरित पडताळणी करा.",spam,apk_fraud,loan_job,mr,qr_code,InstaCredit,AX-PWRBIL,synthetic_v2
1477,"Dear Customer, Your WhatsApp account will be suspended due to unusual login activity. Kindly respond before midnight, otherwise your connection will be disconnected. Click the link below and install the app to proceed.
whatsapp-verify-acc.xyz
WhatsApp_Verify.apk",spam,apk_fraud,security_verify,en,link_apk,WhatsApp,INFO-GOVT,synthetic_v2
1478,Your OTP for a transaction of INR 25000 is 6238. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,AD-NETFLX,synthetic_v2
1479,"आपका State Electricity Board बिजली बिल रु 1500 बकाया है।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका कनेक्शन काट दिया जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,hi,link_apk,State Electricity Board,AX-PWRBIL,synthetic_v2
1480,"عزیز صارف،
INR 500 was debited from your Paytm Payments Bank account. If this was not done by you, secure your account now.
براہ کرم آج ہی اقدام کریں، ورنہ آپ کا اکاؤنٹ بند ہو جائے گا۔
نیچے دیے گئے لنک سے ایپ انسٹال کریں۔
paytm-secure-acc.xyz
Paytm_Secure.apk",spam,apk_fraud,bank_alert,ur,link_apk,Paytm Payments Bank,JD-ITAXRF,synthetic_v2
1481,"Income Tax Dept e-Filing: You are eligible for a refund of Rs 5000.
ਕਿਰਪਾ ਕਰਕੇ ਅੱਜ ਹੀ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Click and open teh pdf file below and check your details.
[Forwarded] IT_Refund_Portal.apk  14 MB . APK",spam,apk_fraud,govt_refund,pa,pdf_then_apk,Income Tax Dept e-Filing,VM-SBIBNK,synthetic_v2
1482,"ਅਤੇ ਇਸ ਨੂੰ ਚੰਗਾ ਹੈ, I got enough bud to last most of the night at least",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1483,"Dear Customer, A traffic rules violation has been recorded against your vehicle. Fine amount: Rs 5000. Challan Number: CH78349575. Kindly respond within 24 hours, otherwise your account will be blocked. We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,rto_challan,en,vishing_callback,Parivahan Sewa,VM-SBIBNK,synthetic_v2
1484,Your OTP for a transaction of INR 2000 is 1720. Do not share this OTP with anyone including bank officials.,spam,link_fraud,otp_phish,en,link_only,,VM-WHATSP,synthetic_v2
1485,"माझे मित्र आता इथे आला आणि म्हणतो की, त्याचे ऑर्डर काही ग्राम वाढत आहे (वे $ &lt;#&gt; मिळते), कधी आपण इथे येऊ शकतो?",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1486,"Hello Manoj, your FEDEX package with tracking code GB-1995-C40 is waiting for you to set delivery preferences: bedy13.com/update",spam,link_fraud,fake_delivery_link,en,link_only,,+91 8800XXXX12,synthetic_v2
1487,"Namaste Customer, Congratulations! HR Recruitment Cell se Rs 2000 ka pre-approved offer mila hai. Kripya 24 ghante ke andar action le, warna connection cut ho jayega. Niche diye link se app install kare.
job-portal-apply.tk
Job_Portal.apk",spam,apk_fraud,loan_job,hg,link_apk,HR Recruitment Cell,VK-RTOGOV,synthetic_v2
1488,"Congratulations! You are eligible for a pre-approved offer of Rs 2000 from InstaCredit.
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
instacredit-loan.info
InstaCredit.apk",spam,apk_fraud,loan_job,hi,link_apk,InstaCredit,INFO-GOVT,synthetic_v2
1489,"तुमचे Axis Bank केवायसी संपले आहे आणि पुन्हा पडताळणी आवश्यक आहे.
कृपया आजच कारवाई करा, अन्यथा तुमचे खाते बंद होईल.
खालील पीडीएफ फाईल उघडून तुमचे तपशील तपासा.
[फॉरवर्ड केलेले] Axis_Secure.apk  14 MB . APK",spam,apk_fraud,bank_kyc,mr,pdf_then_apk,Axis Bank,VM-WHATSP,synthetic_v2
1490,"INR 25000 was debited from your SBI account. If this was not done by you, secure your account now.
অনুগ্রহ করে আজই ব্যবস্থা নিন, নতুবা আপনার সংযোগ বিচ্ছিন্ন করা হবে।
We tried to reach you regarding your pending issue. Call us back on the number below and our representative will guide you through the verification process.",spam,apk_fraud,bank_alert,bn,vishing_callback,SBI,INFO-GOVT,synthetic_v2
1491,"Dear Vehicle Owner, Disney+ Hotstar: Your membership has expired. Kindly respond within 24 hours, otherwise you will lose this offer. There is an important update regarding your recent request. Please open the document below and follow the steps to complete the process.
[Forwarded] ",spam,apk_fraud,ott_subscription,en,no_explicit_app_word,Disney+ Hotstar,JD-ITAXRF,synthetic_v2
1492,"HDFC Bank Free Msg: Your bill is paid. Thanks, here's A little gift for you: bedy13.com/updat",spam,link_fraud,fake_billing_link,en,link_only,,AD-ICICIB,synthetic_v2
1493,"Hello Priya, your FEDEX package with tracking code GB-2086-H50 is waiting for you to set delivery preferences: bedy13.com/update",spam,link_fraud,fake_delivery_link,en,link_only,,+91 8800XXXX12,synthetic_v2
1494,"प्रिय उपयोगकर्ता,
आपके Paytm Payments Bank खाते से रु 5000 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
आपके हालिया अनुरोध के संबंध में एक महत्वपूर्ण अपडेट है। कृपया नीचे दिया गया दस्तावेज़ खोलें और प्रक्रिया पूरी करने हेतु चरणों का पालन करें।
[अग्रेषित] Paytm_Secure.apk",spam,apk_fraud,bank_alert,hi,no_explicit_app_word,Paytm Payments Bank,JD-ITAXRF,synthetic_v2
1495,شاید یہی وجہ ہے کہ آپ کو ہم آپ کو بھیجے گئے تمام پیغامات نہیں ملے گا,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1496,"राइडिन, राकेश पूर्व एटीएम, यहाँ.puts कॉल.",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1497,کسی اور کو بھیجیں :),not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1498,"ਸਤਿਕਾਰਯੋਗ ਗਾਹਕ,
Congratulations! You are eligible for a pre-approved offer of Rs 750 from QuickLoan Finance.
ਕਿਰਪਾ ਕਰਕੇ ਤੁਰੰਤ ਕਾਰਵਾਈ ਕਰੋ, ਨਹੀਂ ਤਾਂ ਤੁਹਾਡਾ ਕੁਨੈਕਸ਼ਨ ਕੱਟ ਦਿੱਤਾ ਜਾਵੇਗਾ।
Click and open the pdf file below and check your details.
[Forwarded] Loan_Approval.apk  14 MB . APK",spam,apk_fraud,loan_job,pa,pdf_then_apk,QuickLoan Finance,VM-WHATSP,synthetic_v2
1499,Your electricity bill of Rs 500 with State Electricity Board is pending. Please act right now to avoid penalty or you will lose this offer. Click and open THE pdf file below and check your details. [Forwarded] Electricity_Pay.apk 14 MB . APK,spam,apk_fraud,electricity,en,pdf_then_apk,State Electricity Board,VK-LOANAP,synthetic_v2
1500,"प्रिय ग्राहक,
असामान्य लॉगिन गतिविधि के कारण आपका Google Account खाता निलंबित किया जा सकता है।
कृपया आज ही कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
कृपया संलग्न फ़ाइल देखें और आगे बढ़ने हेतु उसे खोलें।
[अग्रेषित] Google_Secure.apk  14 MB . APK",spam,apk_fraud,security_verify,hi,attached_file_no_link,Google Account,VK-UPIRWD,synthetic_v2
1501,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1502,"आपके ICICI Bank खाते से रु 750 डेबिट हुए हैं। यदि यह आपने नहीं किया है तो तुरंत खाता सुरक्षित करें।
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दी गई पीडीएफ फाइल खोलकर अपना विवरण देखें।
[अग्रेषित] ICICI_Verify.apk  14 MB . APK",spam,apk_fraud,bank_alert,hi,pdf_then_apk,ICICI Bank,VK-UPIRWD,synthetic_v2
1503,तुम उसे अब ठीक मैं उसे फोन कहा,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1504,"आदरणीय ग्राहक,
Disney+ Hotstar: Your membership has expired.
कृपया 24 घंटे के भीतर कार्रवाई करें, अन्यथा आपका खाता बंद हो जाएगा।
नीचे दिए गए लिंक से ऐप इंस्टॉल करें।
hotstar-renew.info
Hotstar_Renew.apk",spam,apk_fraud,ott_subscription,hi,link_apk,Disney+ Hotstar,+91 8800XXXX12,synthetic_v2
1505,"আপনার গাড়ির বিরুদ্ধে একটি ট্রাফিক নিয়ম লঙ্ঘন রেকর্ড করা হয়েছে। জরিমানা: 1500 টাকা। চালান নম্বর: CH80913332।
অনুগ্রহ করে অবিলম্বে ব্যবস্থা নিন, নতুবা আপনার অ্যাকাউন্ট বন্ধ হয়ে যাবে।
নিচের পিডিএফ ফাইলটি খুলে আপনার বিবরণ পরীক্ষা করুন।
[ফরওয়ার্ড করা হয়েছে] eChallan_Pay.apk  14 MB . APK",spam,apk_fraud,rto_challan,bn,pdf_then_apk,e-Challan Dept,AX-PWRBIL,synthetic_v2
1506,आप अभी भी gautham के साथ खेल रहे हैं?,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1507,"அன்புள்ள வாடிக்கையாளர்,
Your WhatsApp account will be suspended due to unusual login activity.
தயவுசெய்து 24 மணி நேரத்திற்குள் நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
தயவுசெய்து இணைக்கப்பட்ட கோப்பைப் பார்த்து தொடர அதைத் திறக்கவும்.
[அனுப்பப்பட்டது] WhatsApp_Verify.apk  14 MB . APK",spam,apk_fraud,security_verify,ta,attached_file_no_link,WhatsApp,VM-SBIBNK,synthetic_v2
1508,WURENPEN मुझे बताता है कि कैसे मैं नहीं हूँ... मैं एक wadt में घर पर नहीं कर रहा हूँ...,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1509,तुम ठीक हो. क्या डॉक्टर ने कहा. तुम कहाँ हो.,not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1510,"Your electricity bill of Rs 50000 with State Electricity Board is pending. Please act within 24 hours or you will lose this offer. Click the link below and install the app to proceed.
bijli-bill-pay.xyz
Electricity_Pay.apk",spam,apk_fraud,electricity,en,link_apk,State Electricity Board,VK-INDPST,synthetic_v2
1511,"Priya Grahak, Congratulations! InstaCredit se Rs 5000 ka pre-approved offer mila hai. 24 ghante ke andar jawab de, nahi to aapka account block ho jayega. Attached file check kare aur use khol kar aage badhe.
[Forwarded] InstaCredit.apk  14 MB . APK",spam,apk_fraud,loan_job,hg,attached_file_no_link,InstaCredit,+91 7700XXXX45,synthetic_v2
1512,"শুধু এটি আবার পড়ুন এবং আমার কোন ক্ষমতা নেই, কিন্তু বলুন আমি কিভাবে এটি গ্রহণ করে এবং যদি তিনি চালান তবে আমি আপনাকে 4 কখনও দোষ দেব!",not_spam,real_ham,conversational,mixed,n/a,,,real_csv
1513,"Congratulations! You are eligible for a pre-approved offer of Rs 50000 from HR Recruitment Cell.
தயவுசெய்து உடனடியாக நடவடிக்கை எடுக்கவும், இல்லையெனில் உங்கள் கணக்கு முடக்கப்படும்.
கீழே உள்ள இணைப்பிலிருந்து ஆப்பை நிறுவவும்.
job-portal-apply.tk
Job_Portal.apk",spam,apk_fraud,loan_job,ta,link_apk,HR Recruitment Cell,VK-UPIRWD,synthetic_v2
